session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,gaze_scale
1,0,1,1.4,32.62633171835732,0.0,7,2.5
1,0,2,1.6,25.161682591095477,0.0,7,2.5
1,0,3,1.6,19.776100884973257,0.0,7,2.5
1,0,4,1.4,26.504714697403827,0.0,7,2.5
1,0,5,1.6,33.302225233321835,0.0,7,2.5
1,0,6,1.4,19.069258444953775,0.0,7,2.5
1,0,7,1.4,23.54659808199777,0.0,7,2.5
1,0,8,1.4,21.42477741677165,0.0,7,2.5
1,0,9,1.4,19.722691839233672,0.0,7,2.5
1,0,10,1.4,30.248090562802,0.0,7,2.5
1,0,11,1.6,20.015924108053547,0.0,7,2.5
1,0,12,1.4,15.614084439069453,0.0,7,2.5
1,0,13,1.6,20.92182561041446,0.0,7,2.5
1,0,14,1.4,15.770469144160442,0.0,7,2.5
1,0,15,1.4,27.554564438904467,0.0,7,2.5
1,0,16,1.4,23.514139064254568,0.0,7,2.5
1,0,17,1.4,19.580626068000456,0.0,7,2.5
1,0,18,1.4,20.54134100773406,0.0,7,2.5
1,0,19,1.4,36.65441495388998,0.0,7,2.5
1,0,20,1.4,18.29857037461174,0.0,7,2.5
1,0,21,1.6,27.770030382243768,0.0,7,2.5
1,0,22,1.4,25.376013151022352,0.0,7,2.5
1,0,23,1.4,26.231766500536512,0.0,7,2.5
1,0,24,1.4,33.96528105326119,0.0,7,2.5
1,0,25,1.6,16.594501879227476,0.0,7,2.5
1,0,26,1.4,22.84188058526222,0.0,7,2.5
1,0,27,1.4,29.081952196375898,0.0,7,2.5
1,0,28,1.4,25.31349808678064,0.0,7,2.5
1,0,29,1.4,32.87219814606167,0.0,7,2.5
1,0,30,1.4,61.04745257673415,0.0,7,2.5
1,0,31,1.4,24.298899729317025,0.0,7,2.5
1,0,32,1.8,16.771888803874806,0.0,7,2.5
1,0,33,1.6,20.88135058626976,0.0,7,2.5
1,0,34,1.4,24.460978306072136,0.0,7,2.5
1,0,35,1.4,16.665902729612007,0.0,7,2.5
1,0,36,1.4,19.510623112842666,0.0,7,2.5
1,0,37,1.4,19.315226765215325,0.0,7,2.5
1,0,38,1.4,24.032679212721494,0.0,7,2.5
1,0,39,1.4,26.625099738728345,0.0,7,2.5
1,0,40,1.4,18.43072910183566,0.0,7,2.5
1,0,41,1.4,23.94908053348746,0.0,7,2.5
1,0,42,1.4,26.956955614345272,0.0,7,2.5
1,0,43,1.4,19.37584271738334,0.0,7,2.5
2,0,1,1.4,32.28395648019842,0.0,7,2.5
2,0,2,1.4,23.99882734388202,0.0,7,2.5
2,0,3,1.4,20.420212601029576,0.0,7,2.5
2,0,4,1.4,18.250176330402983,0.0,7,2.5
2,0,5,1.4,25.627294526549804,0.0,7,2.5
2,0,6,1.4,27.56552276521493,0.0,7,2.5
2,0,7,1.4,18.402630605433192,0.0,7,2.5
2,0,8,1.4,22.14199619155736,0.0,7,2.5
2,0,9,1.4,22.784575342727,0.0,7,2.5
2,0,10,1.6,15.866013136230514,0.0,7,2.5
2,0,11,1.4,25.78482470305167,0.0,7,2.5
