session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,gaze_scale
1,0,1,2.8,14.553940246662265,0.0,7,6.0
1,0,2,3.0,12.171591721850263,0.0,7,6.0
1,0,3,2.6,14.04508364252077,0.0,7,6.0
1,0,4,2.6,10.143784662878753,0.0,7,6.0
1,0,5,2.4,14.041080148895905,0.0,7,6.0
1,0,6,1.8,23.703186923994842,0.0,7,6.0
1,0,7,2.2,11.731943169402664,0.0,7,6.0
1,0,8,2.0,14.15566492698801,0.0,7,6.0
1,0,9,2.6,14.916015664246702,0.0,7,6.0
1,0,10,2.2,11.598538310303425,0.0,7,6.0
1,0,11,2.0,20.5780620662012,0.0,7,6.0
1,0,12,2.4,17.435964914673068,0.0,7,6.0
1,0,13,2.2,17.7533786556959,0.0,7,6.0
1,0,14,1.8,25.287872648956757,0.0,7,6.0
1,0,15,2.2,21.75550460787145,0.0,7,6.0
1,0,16,2.2,17.62657043601605,0.0,7,6.0
1,0,17,1.8,17.236803295204457,0.0,7,6.0
1,0,18,2.2,17.64231322808156,0.0,7,6.0
1,0,19,2.0,16.375496516058885,0.0,7,6.0
1,0,20,2.2,15.599098712585663,0.0,7,6.0
1,0,21,2.0,20.35749802533581,0.0,7,6.0
1,0,22,2.0,16.489429072861668,0.0,7,6.0
1,0,23,3.0,8.866394027162658,0.5,10,6.0
1,0,24,2.2,11.520702999375272,0.0,7,6.0
1,0,25,1.8,22.95120192843911,0.0,7,6.0
1,0,26,2.2,12.127830999516345,0.0,7,6.0
1,0,27,2.2,12.38721471909635,0.0,7,6.0
1,0,28,2.4,13.459085909460578,0.0,7,6.0
2,0,1,2.2,19.29861499570646,0.0,7,6.0
2,0,2,2.6,14.070198686585174,0.0,7,6.0
2,0,3,2.4,14.800459049839512,0.0,7,6.0
2,0,4,2.2,12.392778808744998,0.0,7,6.0
2,0,5,1.6,33.79484775995629,0.0,7,6.0
2,0,6,2.2,11.025448851565521,0.0,7,6.0
2,0,7,2.0,15.646179058585155,0.0,7,6.0
2,0,8,2.4,11.650527724147405,0.0,7,6.0
2,0,9,2.6,13.937470126352453,0.0,7,6.0
2,0,10,2.0,14.661037355213965,0.0,7,6.0
2,0,11,2.6,15.441397684026228,0.0,7,6.0
2,0,12,2.0,17.702427053543357,0.0,7,6.0
2,0,13,1.4,26.063546787750084,0.0,7,6.0
2,0,14,2.6,10.869571178565826,0.0,7,6.0
2,0,15,2.2,17.001185912866912,0.0,7,6.0
2,0,16,2.6,12.536577069553202,0.0,7,6.0
2,0,17,2.4,12.41913789470282,0.0,7,6.0
2,0,18,1.8,17.62807255371072,0.0,7,6.0
2,0,19,2.2,13.349037204897769,0.0,7,6.0
2,0,20,2.0,13.145634108977788,0.0,7,6.0
2,0,21,2.0,18.655871704137233,0.0,7,6.0
2,0,22,2.2,18.485746044310467,0.0,7,6.0
2,0,23,2.4,13.016725625836013,0.0,7,6.0
2,0,24,2.4,17.663071871980193,0.0,7,6.0
2,0,25,2.4,11.479790503739038,0.0,7,6.0
2,0,26,2.2,11.589876692543257,0.0,7,6.0
2,0,27,2.2,10.574723275025601,0.0,7,6.0
2,0,28,2.2,16.479564742202953,0.0,6,6.0
3,0,1,2.2,11.477857896687016,0.0,7,6.0
3,0,2,2.2,14.767965793276076,0.0,7,6.0
3,0,3,1.8,15.759536425361834,0.0,7,6.0
3,0,4,2.4,17.63895919743455,0.0,7,6.0
3,0,5,1.8,14.618596058203682,0.0,7,6.0
3,0,6,2.2,12.487343260240815,0.0,7,6.0
3,0,7,2.6,10.51616369828442,0.0,7,6.0
3,0,8,1.6,17.54504856854584,0.0,7,6.0
3,0,9,2.0,12.133422872453632,0.0,7,6.0
3,0,10,2.0,20.271314224135107,0.0,7,6.0
3,0,11,2.4,12.972175028323047,0.0,7,6.0
3,0,12,2.4,21.296202842891855,0.0,7,6.0
3,0,13,1.6,19.828461316634453,0.0,7,6.0
3,0,14,2.0,14.790495123551475,0.0,7,6.0
3,0,15,2.4,12.472802686403178,0.0,7,6.0
3,0,16,2.4,12.187596758306368,0.0,7,6.0
3,0,17,2.0,11.223326821901956,0.0,7,6.0
3,0,18,2.6,11.709136867135184,0.0,7,6.0
3,0,19,2.4,14.56440595099536,0.0,7,6.0
3,0,20,2.8,13.447429016073633,0.0,7,6.0
3,0,21,2.6,15.466500644456513,0.0,7,6.0
3,0,22,2.0,16.094217771747815,0.0,7,6.0
3,0,23,2.2,12.553145332066219,0.0,7,6.0
3,0,24,2.0,17.492725201489534,0.0,7,6.0
3,0,25,2.2,14.656244003698443,0.0,7,6.0
3,0,26,2.0,16.849397588403463,0.0,7,6.0
