combo_id,space_period_index,space_period_s,space_period_label,enter_period_index,enter_period_s,enter_period_label,combo_label,user_count,users_meeting_reliability_floor,worst_user_completion_rate,macro_phrase_completion_rate,macro_normalized_auc_180,reliability_floor,macro_completion_by_60s,macro_completion_by_120s,macro_completion_by_180s,dominant_failure_reason,dominant_failure_count,global_rank,universal_reliability_met,selection_status
s00_e00,0,6.0,6.0 s,0,6.0,6.0 s,Space 6.0s / Enter 6.0s,6,5,0.53,0.8783333333333334,0.5057922962962963,0.8,0.3533333333333333,0.75,0.8533333333333334,word_click_budget_letters,47,1,False,no tested global cell met universal reliability; best compromise selected
