session,trial,phrase,click_load,entry_rate,correction_rate,num_chars,gaze_scale
1,0,1,1.4,37.26710829891429,0.0,7,2.0
1,0,2,1.4,26.38948663147359,0.0,7,2.0
1,0,3,1.4,39.55518041491662,0.0,7,2.0
1,0,4,1.4,26.73755553034241,0.0,7,2.0
1,0,5,1.4,17.596021303842736,0.0,7,2.0
1,0,6,1.4,28.97806797190252,0.0,7,2.0
1,0,7,1.4,22.522665184981168,0.0,7,2.0
1,0,8,1.6,15.737149139730981,0.0,7,2.0
1,0,9,1.4,24.72211822164125,0.0,7,2.0
1,0,10,1.4,50.98849273496796,0.0,7,2.0
1,0,11,1.4,20.24481274972433,0.0,7,2.0
1,0,12,1.4,16.558346146188445,0.0,7,2.0
1,0,13,1.4,29.675480919021897,0.0,7,2.0
1,0,14,1.4,15.874759049907572,0.0,7,2.0
1,0,15,1.6,20.76516696563937,0.0,7,2.0
1,0,16,1.4,36.213916367524185,0.0,7,2.0
1,0,17,1.4,15.13711899087532,0.0,7,2.0
1,0,18,1.4,30.906014330083046,0.0,7,2.0
1,0,19,1.4,29.248589419718247,0.0,7,2.0
1,0,20,1.4,29.465173181040413,0.0,7,2.0
1,0,21,1.4,21.74675859772044,0.0,7,2.0
1,0,22,1.4,29.049376165118353,0.0,7,2.0
1,0,23,1.4,29.815286197986367,0.0,7,2.0
1,0,24,1.4,25.966187344471226,0.0,7,2.0
1,0,25,1.4,41.28798087933375,0.0,7,2.0
1,0,26,1.4,24.500481674602025,0.0,7,2.0
1,0,27,1.4,24.012734857105183,0.0,7,2.0
1,0,28,1.4,29.040332922488314,0.0,7,2.0
1,0,29,1.4,21.39969400370579,0.0,7,2.0
1,0,30,1.4,31.135543420676893,0.0,7,2.0
1,0,31,1.4,32.763709507385784,0.0,7,2.0
1,0,32,1.6,16.74914683009908,0.0,7,2.0
1,0,33,1.4,27.564708164103905,0.0,7,2.0
1,0,34,1.6,22.774788325163478,0.0,7,2.0
1,0,35,1.4,17.418316989744692,0.0,7,2.0
1,0,36,1.4,18.221227217809947,0.0,7,2.0
1,0,37,1.4,35.2359113404741,0.0,7,2.0
1,0,38,1.4,17.41000892897536,0.0,7,2.0
1,0,39,1.4,19.20814433118075,0.0,7,2.0
1,0,40,1.4,28.776900339818503,0.0,7,2.0
1,0,41,1.4,18.221231736413987,0.0,7,2.0
1,0,42,1.4,29.322892263230806,0.0,7,2.0
1,0,43,1.4,20.723407318968917,0.0,7,2.0
1,0,44,1.4,20.278188543769303,0.0,7,2.0
2,0,1,1.4,39.857999150838246,0.0,7,2.0
2,0,2,1.4,23.44681582076466,0.0,7,2.0
2,0,3,1.4,22.693218767293455,0.0,7,2.0
2,0,4,1.4,17.981891910858927,0.0,7,2.0
2,0,5,1.4,27.59278146870211,0.0,7,2.0
2,0,6,1.4,29.003431430916606,0.0,7,2.0
2,0,7,1.4,20.431308152436188,0.0,7,2.0
2,0,8,1.4,27.035833661495253,0.0,7,2.0
2,0,9,1.4,18.79382944720494,0.0,7,2.0
2,0,10,1.4,18.450445285865825,0.0,7,2.0
2,0,11,1.4,21.159594262119658,0.0,7,2.0
2,0,12,1.4,22.630842383842825,0.0,7,2.0
2,0,13,1.4,18.569049665964055,0.0,7,2.0
2,0,14,1.4,28.93384635720407,0.0,7,2.0
2,0,15,1.4,30.008119673869615,0.0,7,2.0
2,0,16,1.4,22.314080055557174,0.0,7,2.0
2,0,17,1.4,21.052790854982558,0.0,7,2.0
2,0,18,1.4,24.38044874425855,0.0,7,2.0
2,0,19,1.4,31.45003526372158,0.0,7,2.0
2,0,20,1.4,25.034591205914612,0.0,7,2.0
2,0,21,1.4,22.268150065681994,0.0,7,2.0
2,0,22,1.4,19.97954136653241,0.0,7,2.0
2,0,23,1.4,23.00015083776232,0.0,7,2.0
2,0,24,1.4,29.136502014578298,0.0,7,2.0
2,0,25,1.4,23.2438313560435,0.0,7,2.0
2,0,26,1.4,22.418448680027904,0.0,7,2.0
2,0,27,1.4,22.927273842661094,0.0,7,2.0
2,0,28,1.4,33.830199807152304,0.0,7,2.0
2,0,29,1.4,24.09256205032448,0.0,7,2.0
2,0,30,1.4,18.588726448235384,0.0,7,2.0
2,0,31,1.6,15.013609503387423,0.0,7,2.0
2,0,32,1.4,31.14075961403734,0.0,7,2.0
2,0,33,1.4,22.57558853517172,0.0,7,2.0
2,0,34,1.4,27.665718166098813,0.0,7,2.0
2,0,35,1.4,21.955432689053012,0.0,7,2.0
2,0,36,1.4,29.619975359396875,0.0,7,2.0
2,0,37,1.4,23.067454945129878,0.0,7,2.0
2,0,38,1.4,27.69661269946917,0.0,7,2.0
2,0,39,1.4,16.104989890188527,0.0,7,2.0
2,0,40,1.4,18.85198357109642,0.0,7,2.0
2,0,41,1.4,18.389340091433944,0.0,7,2.0
2,0,42,1.4,18.945426652277384,0.0,7,2.0
2,0,43,1.4,18.06418758848988,0.0,7,2.0
2,0,44,1.4,33.0073700817515,0.0,7,2.0
3,0,1,1.4,21.559122099690004,0.0,7,2.0
3,0,2,1.4,19.692813259806076,0.0,7,2.0
3,0,3,1.4,29.080364334176025,0.0,7,2.0
3,0,4,1.4,21.981840374008453,0.0,7,2.0
3,0,5,1.4,20.589936267138626,0.0,7,2.0
3,0,6,1.4,31.893520644458878,0.0,7,2.0
3,0,7,1.4,23.00119247908175,0.0,7,2.0
3,0,8,1.4,17.797464957803623,0.0,7,2.0
3,0,9,1.4,24.779827970742645,0.0,7,2.0
3,0,10,1.4,18.677865065884234,0.0,7,2.0
3,0,11,1.4,21.8062709343147,0.0,7,2.0
3,0,12,1.4,16.929999315155225,0.0,7,2.0
3,0,13,1.6,12.624455637469678,0.0,7,2.0
3,0,14,1.4,26.313914404822004,0.0,7,2.0
3,0,15,1.4,24.77379347620418,0.0,7,2.0
3,0,16,1.4,19.212993846268883,0.0,7,2.0
3,0,17,1.4,26.3777863707471,0.0,7,2.0
3,0,18,1.4,28.799895322145986,0.0,7,2.0
3,0,19,1.4,23.415971021237123,0.0,7,2.0
3,0,20,1.4,21.479340636712223,0.0,7,2.0
3,0,21,1.4,31.37534754706318,0.0,7,2.0
3,0,22,1.4,23.879832061040723,0.0,7,2.0
3,0,23,1.6,14.516580729240312,0.0,7,2.0
3,0,24,1.4,37.76247208687199,0.0,7,2.0
3,0,25,1.4,17.169263177471898,0.0,7,2.0
3,0,26,1.4,23.811268031643305,0.0,7,2.0
3,0,27,1.4,22.38066759005158,0.0,7,2.0
3,0,28,1.4,22.801163352592187,0.0,7,2.0
3,0,29,1.4,30.036391620403087,0.0,7,2.0
3,0,30,1.4,29.68430418862081,0.0,7,2.0
3,0,31,1.6,19.444459059047865,0.0,7,2.0
3,0,32,1.4,29.87980369517354,0.0,7,2.0
3,0,33,1.4,27.789175650692123,0.0,7,2.0
3,0,34,1.4,19.261435222524067,0.0,7,2.0
3,0,35,1.4,27.974861775391126,0.0,7,2.0
3,0,36,1.4,34.44140771756703,0.0,7,2.0
3,0,37,1.4,18.023527318531386,0.0,7,2.0
3,0,38,1.4,42.07921741353367,0.0,7,2.0
3,0,39,1.4,27.992505181358425,0.0,7,2.0
3,0,40,1.4,20.044202385497726,0.0,7,2.0
3,0,41,1.4,19.906008895886263,0.0,7,2.0
3,0,42,1.4,19.77021424876261,0.0,7,2.0
3,0,43,1.4,19.508781219350514,0.0,7,2.0
3,0,44,1.4,20.018428706298067,0.0,7,2.0
3,0,45,1.0,30.091207482092837,0.0,4,2.0
1,1,1,1.4,39.463622604308824,0.0,7,2.0
1,1,2,1.4,22.45588796631872,0.0,7,2.0
1,1,3,1.4,25.072423556638405,0.0,7,2.0
1,1,4,1.4,37.11135810942617,0.0,7,2.0
1,1,5,1.4,19.92303445911213,0.0,7,2.0
1,1,6,1.4,40.729798358268,0.0,7,2.0
1,1,7,1.4,25.801439431060945,0.0,7,2.0
1,1,8,1.4,20.403094234716747,0.0,7,2.0
1,1,9,1.4,19.292115556503976,0.0,7,2.0
1,1,10,1.4,47.402753116541135,0.0,7,2.0
1,1,11,1.4,25.759439303738944,0.0,7,2.0
1,1,12,1.4,16.46694123872327,0.0,7,2.0
1,1,13,1.4,24.787821582167172,0.0,7,2.0
1,1,14,1.4,24.098721812790227,0.0,7,2.0
1,1,15,1.4,17.313376799408275,0.0,7,2.0
1,1,16,1.4,45.6937382289849,0.0,7,2.0
1,1,17,1.6,15.310798610636427,0.0,7,2.0
1,1,18,1.4,35.318020198674795,0.0,7,2.0
1,1,19,1.4,32.47377384941685,0.0,7,2.0
1,1,20,1.4,34.53439990443752,0.0,7,2.0
1,1,21,1.4,21.70586405882206,0.0,7,2.0
1,1,22,1.6,28.672696915033512,0.0,7,2.0
1,1,23,1.4,23.807750025475862,0.0,7,2.0
1,1,24,1.4,27.507051907768464,0.0,7,2.0
1,1,25,1.4,33.3019611164415,0.0,7,2.0
1,1,26,1.4,19.072394966981268,0.0,7,2.0
1,1,27,1.4,19.696033766216008,0.0,7,2.0
1,1,28,1.4,56.579518645673915,0.0,7,2.0
1,1,29,1.4,25.25639806014723,0.0,7,2.0
1,1,30,1.4,26.95705642946642,0.0,7,2.0
1,1,31,1.4,25.650982645117967,0.0,7,2.0
1,1,32,1.4,19.83348078545396,0.0,7,2.0
1,1,33,1.4,31.354166479356746,0.0,7,2.0
1,1,34,1.4,39.51555156976377,0.0,7,2.0
1,1,35,1.4,19.649615622591952,0.0,7,2.0
1,1,36,1.4,17.220397321343608,0.0,7,2.0
1,1,37,1.4,24.12274961024746,0.0,7,2.0
1,1,38,1.4,18.330786585974227,0.0,7,2.0
1,1,39,1.4,22.297052626832937,0.0,7,2.0
1,1,40,1.4,38.03607770700513,0.0,7,2.0
1,1,41,1.4,17.63343846742075,0.0,7,2.0
1,1,42,1.4,21.60150649558354,0.0,7,2.0
1,1,43,1.6,17.69753349107037,0.0,7,2.0
1,1,44,1.4,21.598103822795743,0.0,7,2.0
1,1,45,1.0,30.11938053985981,0.0,4,2.0
2,1,1,1.6,27.77533578344997,0.0,7,2.0
2,1,2,1.4,22.000950712350583,0.0,7,2.0
2,1,3,1.4,20.655219376202847,0.0,7,2.0
2,1,4,1.4,28.256098201786088,0.0,7,2.0
2,1,5,1.4,30.263863106870698,0.0,7,2.0
2,1,6,1.4,26.310142251787646,0.0,7,2.0
2,1,7,1.4,21.46307565040407,0.0,7,2.0
2,1,8,1.4,36.4679589319913,0.0,7,2.0
2,1,9,1.4,16.096291263641277,0.0,7,2.0
2,1,10,1.4,22.991913437956185,0.0,7,2.0
2,1,11,1.4,25.893990393454676,0.0,7,2.0
2,1,12,1.4,18.006407152833425,0.0,7,2.0
2,1,13,1.4,19.364054482195318,0.0,7,2.0
2,1,14,1.4,25.36763502529986,0.0,7,2.0
2,1,15,1.4,25.897706563218577,0.0,7,2.0
2,1,16,1.4,20.105966531793616,0.0,7,2.0
2,1,17,1.4,26.289056445495163,0.0,7,2.0
2,1,18,1.4,25.63292034016386,0.0,7,2.0
2,1,19,1.4,18.414751586470096,0.0,7,2.0
2,1,20,1.4,21.7917839654245,0.0,7,2.0
2,1,21,1.4,27.20386211805006,0.0,7,2.0
2,1,22,1.6,16.54273114543468,0.0,7,2.0
2,1,23,1.4,32.3879080156796,0.0,7,2.0
2,1,24,1.6,20.394932205502514,0.0,7,2.0
2,1,25,1.4,28.846099015306834,0.0,7,2.0
2,1,26,1.4,22.221197666417403,0.0,7,2.0
2,1,27,1.4,20.844068411482237,0.0,7,2.0
2,1,28,1.4,33.64787726047513,0.0,7,2.0
2,1,29,1.6,20.329441259238408,0.0,7,2.0
2,1,30,1.4,18.194566994857503,0.0,7,2.0
2,1,31,1.4,20.319651156364596,0.0,7,2.0
2,1,32,1.4,33.79245588630137,0.0,7,2.0
2,1,33,1.4,17.97957853543333,0.0,7,2.0
2,1,34,1.4,26.772007593624508,0.0,7,2.0
2,1,35,1.4,23.845708165960637,0.0,7,2.0
2,1,36,1.4,28.62402891614521,0.0,7,2.0
2,1,37,1.4,29.771603654584126,0.0,7,2.0
2,1,38,1.4,35.96724083397904,0.0,7,2.0
2,1,39,1.4,16.45097862935475,0.0,7,2.0
2,1,40,1.4,16.630310586344425,0.0,7,2.0
2,1,41,1.4,18.34296231977238,0.0,7,2.0
2,1,42,1.4,19.246120424396885,0.0,7,2.0
2,1,43,1.4,20.512986933702074,0.0,7,2.0
2,1,44,1.0,28.437348277457883,0.0,5,2.0
3,1,1,1.4,18.778933341690706,0.0,7,2.0
3,1,2,1.4,19.504411537254615,0.0,7,2.0
3,1,3,1.4,28.405076674332534,0.0,7,2.0
3,1,4,1.4,24.44148692781765,0.0,7,2.0
3,1,5,1.4,21.91810584145461,0.0,7,2.0
3,1,6,1.4,26.16334406316636,0.0,7,2.0
3,1,7,1.4,23.00119247908175,0.0,7,2.0
3,1,8,1.4,17.901649718178636,0.0,7,2.0
3,1,9,1.4,18.714128582767053,0.0,7,2.0
3,1,10,1.4,18.34178475020355,0.0,7,2.0
3,1,11,1.4,18.17703310640499,0.0,7,2.0
3,1,12,1.4,22.464301459178387,0.0,7,2.0
3,1,13,1.4,15.368399587541278,0.0,7,2.0
3,1,14,1.4,25.568385156102533,0.0,7,2.0
3,1,15,1.8,23.528546165893825,0.0,7,2.0
3,1,16,1.4,20.392249645771873,0.0,7,2.0
3,1,17,1.4,23.81808523360506,0.0,7,2.0
3,1,18,1.4,66.74701689970775,0.0,7,2.0
3,1,19,1.4,17.63825562688995,0.0,7,2.0
3,1,20,1.4,28.433908448652534,0.0,7,2.0
3,1,21,1.4,31.166570961735097,0.0,7,2.0
3,1,22,1.6,19.67091825195301,0.0,7,2.0
3,1,23,1.6,18.035246769842047,0.0,7,2.0
3,1,24,1.4,30.895457183173008,0.0,7,2.0
3,1,25,1.4,22.765130181630006,0.0,7,2.0
3,1,26,1.4,31.27521361812078,0.0,7,2.0
3,1,27,1.4,17.31995849943761,0.0,7,2.0
3,1,28,1.4,18.619616417500406,0.0,7,2.0
3,1,29,1.4,25.000847299040426,0.0,7,2.0
3,1,30,1.4,38.48839232955948,0.0,7,2.0
3,1,31,1.4,18.669786717539104,0.0,7,2.0
3,1,32,1.4,22.311852773133037,0.0,7,2.0
3,1,33,1.4,33.483459397599816,0.0,7,2.0
3,1,34,1.4,22.255129486881398,0.0,7,2.0
3,1,35,1.4,19.218366030490596,0.0,7,2.0
3,1,36,1.4,33.29780461410957,0.0,7,2.0
3,1,37,1.4,25.28018158466039,0.0,7,2.0
3,1,38,1.4,29.675069285738804,0.0,7,2.0
3,1,39,1.4,27.189125463865793,0.0,7,2.0
3,1,40,1.4,21.66976608882499,0.0,7,2.0
3,1,41,1.4,18.93837193213144,0.0,7,2.0
3,1,42,1.4,16.92909301291187,0.0,7,2.0
